Category,subCategory,Brand,Product,P/D/M,Kosher Symbol,Date Added,Notes,Guideline or Product
Alcohol,Vodkas,Smirnoff,Grand Cosmopolitan – NOT KOSHER,NK,,,,Product
Alcohol,Vodkas,Smirnoff,Green Apple – NOT KOSHER,NK,,,,Product
Alcohol,Vodkas,Smirnoff,Ice Unflavoured – NOT KOSHER,NK,,,,Product
Alcohol,Vodkas,Smirnoff,Ice – Various Flavours –Must Have KSA Hechsher,P,,,,Product
Alcohol,Vodkas,Smirnoff,Ice Black –Product of UK or Italy,P,,,,Product
Alcohol,Vodkas,Smirnoff,Ice Red -Product of UK or Italy,P,,,,Product
Alcohol,Vodkas,Smirnoff,Ice Red Can –Product of Netherlands,P,,,,Product
Alcohol,Vodkas,Smirnoff,Lime -Product of UK,P,,,,Product
Alcohol,Vodkas,Smirnoff,Lime Vodka & Cola -Product of UK,P,,,,Product
Alcohol,Vodkas,Smirnoff,Mojito -Product of UK,P,,,,Product
Alcohol,Vodkas,Smirnoff,Norsk -Product of UK,P,,,,Product
Alcohol,Vodkas,Smirnoff,Penka -Product of UK,P,,,,Product
Alcohol,Vodkas,Smirnoff,Red Labe,P,,,,Product
Alcohol,Vodkas,Smirnoff,Silver Label,P,,,,Product
Alcohol,Vodkas,Smirnoff,Vanilla -Product of UK,P,,,,Product
Alcohol,Vodkas,Smirnoff,Vodka & Apple -Product of UK,P,,,,Product
Alcohol,Vodkas,Smirnoff,Vodka & Cola -Product of UK,P,,,,Product
Alcohol,Vodkas,Smirnoff,Vodka & Cola Diet -Product of UK,P,,,,Product
Alcohol,Vodkas,Smirnoff,Vodka & Cranberry– NOT KOSHER,NK,,,,Product
Alcohol,Vodkas,Smirnoff,Vodka & Tonic-Product of UK,P,,,,Product
Alcohol,Vodkas,Smirnoff,Vodka Twists – Various Flavours -Must Have KSA Hechsher,P,,,,Product
Alcohol,Vodkas,Stoli,Citros,P,,,Products Must be “Product ofUK”,Product
Alcohol,Vodkas,Stoli,Gala Applik,P,,,Products Must be “Product ofUK”,Product
Alcohol,Vodkas,Stoli,Ohranj,P,,,Products Must be “Product ofUK”,Product
Alcohol,Vodkas,Stoli,Razberri,P,,,Products Must be “Product ofUK”,Product
Alcohol,Vodkas,Stoli,Strasberi,P,,,Products Must be “Product ofUK”,Product
Alcohol,Vodkas,Stoli,Vanil,P,,,Products Must be “Product ofUK”,Product
Alcohol,Vodkas,Stolichnaya,Various Flavours –Must Have OU hechsher,P,,,,Product
Alcohol,Vodkas,Stolichnaya,Unflavoured – Elit Gold & Red,P,,,,Product
Alcohol,Vodkas,Three Olives,Unflavoured,P,,,,Product
Alcohol,Vodkas,Ursus,Flavoured Vodkas – NOT KOSHER,NK,,,,Product
Alcohol,Vodkas,Zubrowka,Flavoured Vodkas – NOT KOSHER,NK,,,,Product
Alcohol,Vodkas,Van Gogh,Various Flavours –Must Have Hechsher of Beit Din of Netherlands,P,,,,Product
Alcohol,Vodkas,Vladivar,VodkaUnflavoured –Product of UK,P,,,,Product
Alcohol,Vodkas,Vox,Unflavoured,P,,,,Product
Alcohol,Vodkas,Yevreyskaya,Unflavoured,P,,,,Product
Alcohol,WHISKEY (IRISH),,,,,,Must bear a Rabbinic Hechsher or is listed below – Pareve,Guideline
Alcohol,WHISKEY (IRISH),Jameson,Irish Whiskey,P,,,,Product
Alcohol,WHISKEY (IRISH),Middleton,Irish Whiskey,P,,,,Product
Alcohol,WHISKEY (IRISH),Paddy,Irish Whiskey,P,,,,Product
Alcohol,WHISKEY (IRISH),Powers,Irish Whiskey,P,,,,Product
Alcohol,WHISKEY (IRISH),Tullamore Dew,Irish Whiskey,P,,,,Product
Alcohol,Wines,,,,,,All Wines including Wines from Israel made from grapes (including Grape Juice) must be Kosher certified.,Guideline
Alcohol,Wines,,,,,,Brandy Champagne Cognac Sherry & Vermouth – must be Kosher certified. ,Guideline
Alcohol,Wines,,,,,,A selection of kosher wines (red & white) & champagne are available from Greys Ave Deli Wellington Kosher Co-Op & New World Victoria Park.,Guideline
Alcohol,Wines,,,,,,Gourmet Garage are importers & suppliers of Kosher Wines – gourmetgaragenz@gmail.com – 021 0434 129,Guideline
Alcohol,Wines,GooseBay(NZ),Sauvignon Blanc  NZ White Wine-only bottles with hechsher - mevushal,P,,,,Product
Alcohol,Wines,GooseBay(NZ),East Coast Pinot Noir NZ Red Wine-only bottles with hechsher - mevushal,P,,,,Product
Alcohol,Wines,GooseBay(NZ),Chardonnay- only bottles with hechsher,P,,,,Product
Alcohol,Wines,GooseBay(NZ),Pinot Gris- only bottles with hechsher,P,,,,Product
Alcohol,Wines,GooseBay(NZ),Viognier- only bottles with hechsher,P,,,,Product
Alcohol,Wines,O’Dwyer’s Creek (NZ),Chardonnay-At Greys Ave Deli & Wgtn Kosher Co-Op,P,OU&KKLA,,,Product
Alcohol,Wines,O’Dwyer’s Creek (NZ),MarlboroughSauvignonBlanc,P,OU&KKLA,,,Product
Baby Foods,,,,,,,ONLY baby food varieties which have been listed below should be used. However if your doctor or paediatrician requires a specific diet please contact your Rabbi for further advice.,Guideline
Baby Foods,Baby Cereals,Earth’s Best,Brown Rice Cereal,P,NKA,,,Product
Baby Foods,Baby Cereals,Earth’s Best,Teething Biscuits,P,NKA,,,Product
Baby Foods,Baby Cereals,Farex (Aust),Apricot Porridge,D,KA,,Must have ‘Made inAustralia’ on label.,Product
Baby Foods,Baby Cereals,Farex (Aust),Baby Rice Cereal,P,KA,,Must have ‘Made inAustralia’ on label.,Product
Baby Foods,Baby Cereals,Farex (Aust),Original Mixed Cereal,P,KA,,Must have ‘Made inAustralia’ on label.,Product
Baby Foods,Baby Cereals,Heinz/Watties(Aust),Iron Enriched Baby’s First Rice Cereal,P,KA,,ALERT - May 2012 – All jars cans & pouches &wet baby foods have been deletedby Kosher Australia due to shared equipment & ingred changes.The following are still acceptable -,Product
Baby Foods,Baby Cereals,Heinz/Watties(Aust),Iron Enriched RiceCereal,P,KA,,ALERT - May 2012 – All jars cans & pouches &wet baby foods have been deletedby Kosher Australia due to shared equipment & ingred changes.The following are still acceptable -,Product
Baby Foods,Baby Custards / Fruits / Gels / Vegetables,Heinz (Aust),No longer acceptable.ALERT - May 2012 – All jars cans & pouches & wet baby foods have been deleted by Kosher Australia due to shared equipment & ingred changes.,NK,,5.12,,Product
Baby Formula,,Abbott10,Isomil Liquid,P,KA,,Products must be ‘Product ofHolland’ ONLY,Product
Baby Formula,,Abbott10,Isomil Powder,P,KA,,Products must be ‘Product ofHolland’ ONLY,Product
Baby Formula,,Heinz (NZ),GOLD RANGE – NOT KOSHER,NK,,,Products must be ‘Product ofNew Zealand’.,Product
Baby Formula,,Heinz (NZ),Nurture 1 & 2,D,KA,,Products must be ‘Product ofNew Zealand’.,Product
Baby Formula,,Nestle,Lactogen,D,NKA,,,Product
Baby Formula,,Karicare (NZ),Speciality Formula HA All Ages,NK,KA,,The following Formulae have been investigated by The Kashrut Authority and are suitable for infants. They are all Dairy and Chalav Stam - not Chalav Yisrael. They contain ingredients (including whey) that are kosher based upon the rulings of Rabbi Moshe Feinstein ZTL. They also contain oils that are non mehadrin. Note they need not be used in separate utensils. Product of New Zealand ONLY.,Product
Baby Formula,,Karicare (NZ),From Birth Infant Formula 1,D,KA,,The following Formulae have been investigated by The Kashrut Authority and are suitable for infants. They are all Dairy and Chalav Stam - not Chalav Yisrael. They contain ingredients (including whey) that are kosher based upon the rulings of Rabbi Moshe Feinstein ZTL. They also contain oils that are non mehadrin. Note they need not be used in separate utensils. Product of New Zealand ONLY.,Product
Baby Formula,,Karicare (NZ),From 6 Months Follow-on Formula 2,D,KA,,The following Formulae have been investigated by The Kashrut Authority and are suitable for infants. They are all Dairy and Chalav Stam - not Chalav Yisrael. They contain ingredients (including whey) that are kosher based upon the rulings of Rabbi Moshe Feinstein ZTL. They also contain oils that are non mehadrin. Note they need not be used in separate utensils. Product of New Zealand ONLY.,Product
Baby Formula,,Karicare (NZ),Gold Plus,D,KA,,The following Formulae have been investigated by The Kashrut Authority and are suitable for infants. They are all Dairy and Chalav Stam - not Chalav Yisrael. They contain ingredients (including whey) that are kosher based upon the rulings of Rabbi Moshe Feinstein ZTL. They also contain oils that are non mehadrin. Note they need not be used in separate utensils. Product of New Zealand ONLY.,Product
Baby Formula,,Karicare (NZ),Karicare 1 New Baby,D,KA,,The following Formulae have been investigated by The Kashrut Authority and are suitable for infants. They are all Dairy and Chalav Stam - not Chalav Yisrael. They contain ingredients (including whey) that are kosher based upon the rulings of Rabbi Moshe Feinstein ZTL. They also contain oils that are non mehadrin. Note they need not be used in separate utensils. Product of New Zealand ONLY.,Product
Baby Formula,,Karicare (NZ),Karicare 2 FollowOn Formula,D,KA,,The following Formulae have been investigated by The Kashrut Authority and are suitable for infants. They are all Dairy and Chalav Stam - not Chalav Yisrael. They contain ingredients (including whey) that are kosher based upon the rulings of Rabbi Moshe Feinstein ZTL. They also contain oils that are non mehadrin. Note they need not be used in separate utensils. Product of New Zealand ONLY.,Product
Baby Formula,,Karicare (NZ),Karicare 3 Toddler,D,KA,,The following Formulae have been investigated by The Kashrut Authority and are suitable for infants. They are all Dairy and Chalav Stam - not Chalav Yisrael. They contain ingredients (including whey) that are kosher based upon the rulings of Rabbi Moshe Feinstein ZTL. They also contain oils that are non mehadrin. Note they need not be used in separate utensils. Product of New Zealand ONLY.,Product
